HOMERcalled.RefSeq.ID,SH.1.promoter.count,SH.1.promoter.50bp,SH.1.promoter.density,SH.1.promoter.StartSite,SH.1.body.count,SH.1.mappable.length,SH.1.body.density,SH.1.body.StartSite,SH.1.pausing.ratio,SH.2.promoter.count,SH.2.promoter.50bp,SH.2.promoter.density,SH.2.promoter.StartSite,SH.2.body.count,SH.2.mappable.length,SH.2.body.density,SH.2.body.StartSite,SH.2.pausing.ratio,SH-1-Pausing-pValue,SH-2-Pausing-pValue,SH-1-2-Change-pValue,,,
NM_025485,207,50,4.14,98502083,137,5125,0.026731707,98501098,154.8722628,140,50,2.8,98502083,94,3902,0.02409021,98501098,116.2297872,6.69E-75,1.44E-48,1,,,
NM_028810,435,50,8.7,51004631,3262,17107,0.190682177,51003631,45.6256591,194,50,3.88,51004631,1958,15476,0.12651848,51003631,30.66745659,1.66E-116,2.40E-48,0.031226922,,,
NM_027249,135,50,2.7,75281081,43,974,0.044147844,75282581,61.15813953,133,50,2.66,75281081,8,361,0.022160665,75282581,120.0325,1.07E-45,1.18E-47,0.000531222,,,
NM_134150,295,50,5.9,7280779,314,5686,0.055223356,7279774,106.8388535,157,50,3.14,7280774,240,5073,0.047309284,7279774,66.37175,2.19E-98,1.81E-47,0.109941936,,,
NM_175109,132,50,2.64,80094736,32,1339,0.023898432,80093736,110.4675,131,50,2.62,80094731,29,989,0.029322548,80093736,89.35103448,5.52E-50,2.01E-47,1,,,
NM_001081128,235,50,4.7,12350405,436,19912,0.021896344,12349380,214.6477064,157,50,3.14,12350395,417,18696,0.022304236,12349380,140.7804317,4.76E-76,2.03E-47,0.078414902,,,
NM_008740,292,50,5.84,103815345,790,36625,0.021569966,103814370,270.7468354,156,50,3.12,103815345,586,27799,0.021079895,103814370,148.0083276,7.37E-94,2.23E-47,0.077861371,,,
NM_025417,151,50,3.02,57006091,43,1431,0.030048917,57005106,100.5027907,128,50,2.56,57006091,28,1045,0.026794258,57005106,95.54285714,1.42E-55,2.35E-47,0.900718415,,,
NM_013562,245,50,4.9,40949776,816,14676,0.055600981,40948776,88.12794118,166,50,3.32,40949771,747,13708,0.054493726,40948776,60.92444444,5.56E-72,7.67E-47,0.121528759,,,
NR_030738,246,50,4.92,62416369,199,909,0.218921892,62417379,22.47376884,189,50,3.78,62416699,172,882,0.195011338,62417379,19.38348837,3.40E-64,9.35E-47,0.960905027,,,
NM_025562,156,50,3.12,137438322,121,2611,0.046342398,137438947,67.32495868,142,50,2.84,137438322,95,2156,0.04406308,137438947,64.45305263,3.60E-51,1.15E-46,0.949882511,,,
NM_010436,291,50,5.82,44142773,41,359,0.114206128,44143798,50.9604878,181,50,3.62,44142773,53,359,0.147632312,44143798,24.52037736,3.05E-91,1.22E-46,0.045999668,,,
NM_007714,304,50,6.08,51076643,641,12552,0.051067559,51077673,119.0579719,160,50,3.2,51076638,461,10502,0.043896401,51077673,72.8989154,8.72E-95,1.42E-46,0.111397141,,,
NM_019640,312,50,6.24,111759773,987,29981,0.03292085,111760783,189.5455319,161,50,3.22,111759808,841,26529,0.031701157,111760783,101.5735791,3.44E-97,2.49E-46,0.000325316,,,
NM_172300,166,50,3.32,95926683,690,12705,0.054309327,95925678,61.13130435,160,50,3.2,95926683,530,10704,0.0495142,95925678,64.62792453,1.39E-47,5.15E-46,0.47115357,,,
NM_008715,277,50,5.54,63379979,1950,47118,0.041385458,63378949,133.8634462,164,50,3.28,63379979,1626,40735,0.039916534,63378949,82.17146371,9.95E-82,6.47E-46,0.029944207,,,
NM_013765,285,50,5.7,128063562,112,887,0.12626832,128062562,45.14196429,175,50,3.5,128063562,142,921,0.154180239,128062562,22.70070423,8.37E-91,1.41E-45,0.000521209,,,
NM_175382,69,50,1.38,133424936,30,1390,0.021582734,133425566,63.94,125,50,2.5,133424941,35,1349,0.025945145,133425566,96.35714286,4.73E-24,2.09E-45,0.627732452,,,
NM_001252473,200,50,4,46419940,866,17922,0.0483205,46418975,82.78060046,160,50,3.2,46419910,741,16198,0.045746388,46418975,69.95087719,4.94E-58,6.68E-45,1,,,
NM_001252474,200,50,4,46419940,866,17922,0.0483205,46418975,82.78060046,160,50,3.2,46419910,741,16198,0.045746388,46418975,69.95087719,4.94E-58,6.68E-45,1,,,
NM_001252475,200,50,4,46419940,866,17922,0.0483205,46418975,82.78060046,160,50,3.2,46419910,741,16198,0.045746388,46418975,69.95087719,4.94E-58,6.68E-45,1,,,
NM_028751,200,50,4,46419940,866,17922,0.0483205,46418975,82.78060046,160,50,3.2,46419910,741,16198,0.045746388,46418975,69.95087719,4.94E-58,6.68E-45,1,,,
NM_009560,190,50,3.8,28516418,382,9603,0.039779236,28517428,95.52722513,148,50,2.96,28516413,270,7905,0.034155598,28517428,86.66222222,1.05E-58,8.24E-45,0.991756037,,,
NM_029531,190,50,3.8,28516418,382,9603,0.039779236,28517428,95.52722513,148,50,2.96,28516413,270,7905,0.034155598,28517428,86.66222222,1.05E-58,8.24E-45,0.991756037,,,
NM_019812,216,50,4.32,62801780,184,6941,0.026509149,62800780,162.9626087,139,50,2.78,62801785,150,5558,0.026988125,62800780,103.0082667,2.11E-75,8.27E-45,0.628715927,,,
NM_001159589,214,50,4.28,62801788,184,6942,0.02650533,62800783,161.4769565,139,50,2.78,62801788,150,5561,0.026973566,62800783,103.0638667,1.49E-74,8.27E-45,0.667644277,,,
NM_026844,243,50,4.86,119445321,124,5445,0.022773186,119444336,213.408871,127,50,2.54,119445321,92,4680,0.01965812,119444336,129.2086957,1.33E-92,1.48E-44,0.379840833,,,
NM_025380,172,50,3.44,38750902,162,4869,0.033271719,38749897,103.3911111,143,50,2.86,38750882,208,6620,0.03141994,38749897,91.025,3.49E-58,2.27E-44,0.101542924,,,
NM_207523,305,50,6.1,77997046,145,1478,0.098105548,77996086,62.17793103,162,50,3.24,77997046,141,1267,0.111286504,77996086,29.11404255,5.33E-102,3.11E-44,0.005555199,,,
NM_145445,200,50,4,86560453,100,3381,0.029577048,86561463,135.24,134,50,2.68,86560443,101,3028,0.03335535,86561463,80.34693069,6.52E-74,4.40E-44,0.245147831,,,
NM_026375,234,50,4.68,181733791,950,29129,0.032613547,181733146,143.4986526,155,50,3.1,181733791,968,28005,0.034565256,181733146,89.68543388,1.35E-70,4.71E-44,0.007836932,,,
NM_145611,181,50,3.62,21602970,840,21022,0.039958139,21601990,90.59480952,150,50,3,21602970,603,16738,0.03602581,21601990,83.27363184,2.25E-53,1.17E-43,0.787585109,,,
NM_028142,140,50,2.8,115726411,146,6061,0.024088434,115725481,116.2383562,132,50,2.64,115726411,145,5517,0.0262824,115725481,100.4474483,2.43E-47,1.17E-43,1,,,
NM_024211,162,50,3.24,70460491,59,1519,0.038841343,70459541,83.41627119,125,50,2.5,70460491,45,1429,0.031490553,70459541,79.38888889,7.41E-58,1.50E-43,1,,,
NM_033371,111,50,2.22,76502165,140,6222,0.022500804,76503110,98.66314286,124,50,2.48,76502165,90,4419,0.020366599,76503110,121.768,5.20E-36,2.09E-43,0.077040208,,,
NM_026526,203,50,4.06,58190411,160,6901,0.023185046,58189406,175.112875,132,50,2.64,58190401,153,6343,0.024121078,58189406,109.4478431,2.11E-71,2.49E-43,0.198948132,,,
NM_011291,212,50,4.24,16094494,129,1935,0.066666667,16093514,63.6,144,50,2.88,16094489,123,1830,0.067213115,16093514,42.84878049,1.46E-69,3.24E-43,0.35850167,,,
NM_009297,150,50,3,78059195,753,23319,0.032291265,78058205,92.90438247,147,50,2.94,78059190,562,17915,0.03137036,78058205,93.71903915,1.63E-43,7.22E-43,0.320087239,,,
NM_007512,122,50,2.44,132089484,68,1215,0.055967078,132088574,43.59705882,126,50,2.52,132089514,54,1367,0.03950256,132088574,63.79333333,1.36E-37,1.16E-42,0.823072664,,,
NM_144933,149,50,2.98,15084336,436,11906,0.036620192,15083311,81.37587156,139,50,2.78,15084341,287,9079,0.031611411,15083311,87.94292683,6.30E-45,1.18E-42,0.169677394,,,
NM_008612,236,50,4.72,74224719,1541,55470,0.027780782,74225704,169.9016223,152,50,3.04,74224719,1301,45572,0.028548231,74225704,106.4864566,2.57E-69,1.55E-42,0.176044903,,,
NM_001037754,181,50,3.62,119804396,516,21644,0.023840325,119805406,151.8435659,143,50,2.86,119804396,417,17963,0.023214385,119805406,123.1994724,2.36E-55,1.57E-42,1,,,
NM_130862,181,50,3.62,119804396,516,21644,0.023840325,119805406,151.8435659,143,50,2.86,119804396,417,17963,0.023214385,119805406,123.1994724,2.36E-55,1.57E-42,1,,,
NM_001038663,236,50,4.72,16983495,1341,34515,0.038852673,16984475,121.4845638,150,50,3,16983495,1033,28814,0.035850628,16984475,83.68054211,8.48E-70,2.53E-42,0.519776731,,,
NM_001037755,181,50,3.62,119804396,563,23238,0.024227558,119805406,149.4166252,143,50,2.86,119804396,443,19075,0.023224115,119805406,123.1478555,6.04E-55,2.61E-42,1,,,
NM_011949,236,50,4.72,16983495,1538,39912,0.038534777,16984475,122.486762,150,50,3,16983495,1170,33109,0.035337824,16984475,84.89487179,2.54E-69,4.30E-42,0.555198803,,,
NM_001042634,287,50,5.74,58480872,702,9553,0.073484769,58479932,78.1114245,151,50,3.02,58480872,480,8643,0.055536272,58479932,54.378875,2.76E-86,5.15E-42,0.24879217,,,
NR_027853,287,50,5.74,58480872,702,9553,0.073484769,58479932,78.1114245,151,50,3.02,58480872,480,8643,0.055536272,58479932,54.378875,2.76E-86,5.15E-42,0.24879217,,,
NR_027854,287,50,5.74,58480872,702,9553,0.073484769,58479932,78.1114245,151,50,3.02,58480872,480,8643,0.055536272,58479932,54.378875,2.76E-86,5.15E-42,0.24879217,,,
NM_025280,207,50,4.14,10002219,148,5323,0.02780387,10003239,148.9001351,125,50,2.5,10002214,101,3803,0.026557981,10003239,94.13366337,5.31E-74,1.26E-41,0.990146104,,,
NM_175389,127,50,2.54,137806862,85,3146,0.027018436,137807502,94.00988235,124,50,2.48,137806872,98,3165,0.030963665,137807502,80.09387755,3.93E-44,2.13E-41,0.962558454,,,
NM_052835,210,50,4.2,71516195,62,932,0.066523605,71517155,63.13548387,132,50,2.64,71516195,46,791,0.058154235,71517155,45.39652174,6.12E-72,2.82E-41,0.992026845,,,
NM_001159421,147,50,2.94,36071786,229,8791,0.026049369,36072746,112.8626201,130,50,2.6,36071786,193,7320,0.02636612,36072746,98.61139896,2.72E-47,3.02E-41,1,,,
NM_198645,147,50,2.94,36071786,229,8791,0.026049369,36072746,112.8626201,130,50,2.6,36071786,193,7320,0.02636612,36072746,98.61139896,2.72E-47,3.02E-41,1,,,
NM_153562,170,50,3.4,87734067,176,4624,0.038062284,87733117,89.32727273,124,50,2.48,87734067,101,3328,0.030348558,87733117,81.71722772,3.05E-55,3.27E-41,0.683451947,,,
NM_001142745,123,50,2.46,36047053,128,4562,0.028057869,36046013,87.6759375,124,50,2.48,36047058,101,3404,0.029670975,36046013,83.58336634,7.69E-40,3.27E-41,0.723850092,,,
NM_028476,123,50,2.46,36047053,128,4562,0.028057869,36046013,87.6759375,124,50,2.48,36047058,101,3404,0.029670975,36046013,83.58336634,7.69E-40,3.27E-41,0.723850092,,,
NM_146000,113,50,2.26,46091130,139,5737,0.024228691,46092095,93.27784173,125,50,2.5,46091130,108,4150,0.026024096,46092095,96.06481481,8.02E-37,3.33E-41,0.400248397,,,
NM_031391,214,50,4.28,92828409,739,14145,0.052244609,92827089,81.92232747,146,50,2.92,92828409,555,10940,0.050731261,92827089,57.5581982,2.00E-63,3.61E-41,0.960875379,,,
NM_007591,268,50,5.36,87370780,431,3405,0.126578561,87369830,42.34524362,155,50,3.1,87370770,356,3506,0.101540217,87369830,30.52977528,2.81E-77,4.30E-41,0.080111109,,,
NM_001113358,247,50,4.94,54873559,301,8884,0.033881135,54872604,145.8038538,133,50,2.66,54873559,264,8027,0.032889,54872604,80.87810606,1.12E-82,7.41E-41,0.01524533,,,
NM_133744,177,50,3.54,108362884,193,3215,0.060031104,108363849,58.96943005,128,50,2.56,108362884,113,2839,0.039802747,108363849,64.31716814,1.13E-54,7.77E-41,0.75001788,,,
NM_010015,247,50,4.94,54873559,241,6968,0.034586682,54872604,142.8295436,133,50,2.66,54873559,199,5838,0.034087016,54872604,78.03557789,2.70E-85,8.07E-41,0.06989097,,,
NM_001013379,153,50,3.06,71732970,103,5021,0.020513842,71733945,149.1675728,120,50,2.4,71732970,106,4619,0.02294869,71733945,104.5811321,5.56E-54,1.15E-40,0.628715927,,,
NM_175153,205,50,4.1,64808704,233,8962,0.025998661,64809744,157.7004292,126,50,2.52,64808704,163,7856,0.020748473,64809744,121.4547239,4.99E-70,1.31E-40,0.938933657,,,
NM_001077631,205,50,4.1,64808704,234,9046,0.025867787,64809639,158.4982906,126,50,2.52,64808704,163,7856,0.020748473,64809639,121.4547239,5.47E-70,1.31E-40,0.967846328,,,
NM_001252413,179,50,3.58,70783687,71,2979,0.023833501,70784702,150.2087324,114,50,2.28,70783682,47,2149,0.021870638,70784702,104.2493617,5.04E-68,1.33E-40,1,,,
NM_001252414,179,50,3.58,70783687,71,2979,0.023833501,70784702,150.2087324,114,50,2.28,70783682,47,2149,0.021870638,70784702,104.2493617,5.04E-68,1.33E-40,1,,,
NM_001252415,179,50,3.58,70783687,71,2979,0.023833501,70784702,150.2087324,114,50,2.28,70783682,47,2149,0.021870638,70784702,104.2493617,5.04E-68,1.33E-40,1,,,
NM_027186,179,50,3.58,70783687,71,2979,0.023833501,70784702,150.2087324,114,50,2.28,70783682,47,2149,0.021870638,70784702,104.2493617,5.04E-68,1.33E-40,1,,,
NM_001164193,78,50,1.56,68468316,115,6143,0.018720495,68469181,83.33113043,116,50,2.32,68468296,66,3583,0.018420318,68469181,125.9478788,4.39E-24,1.48E-40,0.000776957,,,
NM_146097,177,50,3.54,25036091,245,10881,0.022516313,25035106,157.2193469,124,50,2.48,25036096,155,6281,0.024677599,25035106,100.496,1.97E-58,4.23E-40,1,,,
NR_033744,177,50,3.54,25036091,245,10881,0.022516313,25035106,157.2193469,124,50,2.48,25036096,155,6281,0.024677599,25035106,100.496,1.97E-58,4.23E-40,1,,,
NM_001142744,123,50,2.46,36047053,156,5626,0.027728404,36046013,88.71769231,124,50,2.48,36047058,124,4224,0.029356061,36046013,84.48,3.80E-40,5.94E-40,0.713396015,,,
NM_001177792,345,50,6.9,120393427,488,15444,0.031598032,120394407,218.3680328,134,50,2.68,120393427,384,13244,0.028994262,120394407,92.43208333,1.71E-115,1.01E-39,1.12E-06,,,
NM_001177793,345,50,6.9,120393427,488,15444,0.031598032,120394407,218.3680328,134,50,2.68,120393427,384,13244,0.028994262,120394407,92.43208333,1.71E-115,1.01E-39,1.12E-06,,,
NM_009222,345,50,6.9,120393427,488,15444,0.031598032,120394407,218.3680328,134,50,2.68,120393427,384,13244,0.028994262,120394407,92.43208333,1.71E-115,1.01E-39,1.12E-06,,,
NM_182782,185,50,3.7,82993314,271,7584,0.035733122,82994224,103.5453875,124,50,2.48,82993319,167,5788,0.028852799,82994224,85.95353293,3.20E-59,1.05E-39,1,,,
NM_011032,170,50,3.4,120434175,630,10050,0.062686567,120433250,54.23809524,146,50,2.92,120434180,604,9496,0.063605729,120433250,45.90781457,7.24E-48,1.24E-39,0.94462893,,,
NM_009774,199,50,3.98,138703885,246,6130,0.040130506,138704905,99.17642276,134,50,2.68,138703905,278,6504,0.042742927,138704905,62.70043165,5.41E-64,1.35E-39,0.011900115,,,
NM_026295,92,50,1.84,80666411,877,30729,0.028539816,80665406,64.47133409,141,50,2.82,80666406,993,32107,0.030927835,80665406,91.18,5.38E-25,1.43E-39,0.309468047,,,
NM_025383,199,50,3.98,140634235,228,6622,0.034430686,140633260,115.5945614,126,50,2.52,140634250,153,5129,0.029830376,140633260,84.47764706,3.42E-66,1.49E-39,1,,,
NM_013762,202,50,4.04,79913786,748,4245,0.176207303,79912836,22.92754011,174,50,3.48,79913786,913,4406,0.207217431,79912836,16.793954,1.00E-49,5.36E-39,0.054570239,,,
NM_001111106,287,50,5.74,97155556,480,12339,0.038901045,97154636,147.553875,137,50,2.74,97155556,440,10876,0.04045605,97154636,67.72781818,3.86E-93,6.80E-39,1.70E-05,,,
NM_011666,287,50,5.74,97155556,480,12339,0.038901045,97154636,147.553875,137,50,2.74,97155556,440,10876,0.04045605,97154636,67.72781818,3.86E-93,6.80E-39,1.70E-05,,,
NM_009853,110,50,2.2,69479704,40,578,0.069204152,69478564,31.79,123,50,2.46,69479714,28,512,0.0546875,69478564,44.98285714,4.80E-32,7.81E-39,0.528418733,,,
NM_007570,301,50,6.02,135975697,499,3214,0.155258245,135974732,38.77410822,156,50,3.12,135975697,409,2955,0.138409475,135974732,22.54180929,1.43E-85,8.85E-39,0.006679748,,,
NM_013610,213,50,4.26,49282906,71,3154,0.022511097,49283916,189.24,108,50,2.16,49282906,41,1984,0.020665323,49283916,104.5229268,1.86E-84,1.04E-38,1,,,
NM_027388,107,50,2.14,84693762,50,1539,0.032488629,84692697,65.8692,114,50,2.28,84693752,44,1209,0.036393714,84692697,62.64818182,2.80E-36,1.23E-38,0.973933154,,,
NM_026696,135,50,2.7,72297331,106,3383,0.031333136,72298311,86.17075472,116,50,2.32,72297331,73,2435,0.029979466,72298311,77.38630137,1.20E-44,1.37E-38,0.833549808,,,
NM_001077190,153,50,3.06,22895715,1820,52299,0.034799901,22894760,87.93128571,139,50,2.78,22895725,1243,39247,0.031671211,22894760,87.77687852,7.27E-43,1.37E-38,0.223224,,,
NM_001077192,153,50,3.06,22895715,1820,52299,0.034799901,22894760,87.93128571,139,50,2.78,22895725,1243,39247,0.031671211,22894760,87.77687852,7.27E-43,1.37E-38,0.223224,,,
NM_001077193,153,50,3.06,22895715,1820,52299,0.034799901,22894760,87.93128571,139,50,2.78,22895725,1243,39247,0.031671211,22894760,87.77687852,7.27E-43,1.37E-38,0.223224,,,
NM_007380,153,50,3.06,22895715,1820,52299,0.034799901,22894760,87.93128571,139,50,2.78,22895725,1243,39247,0.031671211,22894760,87.77687852,7.27E-43,1.37E-38,0.223224,,,
NM_145994,153,50,3.06,22895715,1820,52299,0.034799901,22894760,87.93128571,139,50,2.78,22895725,1243,39247,0.031671211,22894760,87.77687852,7.27E-43,1.37E-38,0.223224,,,
NM_016676,195,50,3.9,3309914,1374,36841,0.037295405,3308969,104.570524,138,50,2.76,3309914,1073,30414,0.035279805,3308969,78.23172414,1.74E-56,1.68E-38,0.943573858,,,
NM_001252469,190,50,3.8,35272459,299,7515,0.039787092,35273659,95.5083612,127,50,2.54,35272454,207,6056,0.034180978,35273659,74.31033816,2.16E-60,2.21E-38,1,,,
NM_001081094,150,50,3,145239197,387,12773,0.030298285,145240172,99.01550388,126,50,2.52,145239187,261,9706,0.026890583,145240172,93.71310345,9.13E-46,2.23E-38,0.634304266,,,
NR_045686,124,50,2.48,59623832,43,1597,0.026925485,59624582,92.10604651,112,50,2.24,59623847,40,1268,0.031545741,59624582,71.008,4.07E-45,2.35E-38,1,,,
NM_025926,185,50,3.7,151856727,254,5586,0.04547082,151855807,81.37086614,135,50,2.7,151856732,300,5837,0.051396265,151855807,52.533,2.93E-58,2.36E-38,0.02528502,,,
NM_011290,295,50,5.9,121654540,386,3021,0.127772261,121655510,46.17590674,145,50,2.9,121654540,313,3035,0.103130148,121655510,28.11980831,1.62E-87,3.06E-38,0.004671636,,,
NM_001039824,147,50,2.94,20877953,95,3098,0.030664945,20876958,95.87494737,113,50,2.26,20877953,63,2270,0.027753304,20876958,81.43174603,1.30E-50,3.14E-38,0.980800648,,,
NM_026878,421,50,8.42,74591306,263,2822,0.093196315,74592351,90.34692015,138,50,2.76,74591306,190,2307,0.082358041,74592351,33.51221053,2.00E-145,3.40E-38,1.85E-06,,,
NM_023733,257,50,5.14,8997146,158,6586,0.023990282,8996146,214.2534177,112,50,2.24,8997151,94,5090,0.018467583,8996146,121.293617,2.17E-95,4.75E-38,0.478907866,,,
NM_001252468,190,50,3.8,35272458,332,7940,0.041813602,35273123,90.87951807,127,50,2.54,35272458,223,6431,0.034675789,35273123,73.24995516,1.19E-59,4.80E-38,1,,,
NM_057171,190,50,3.8,35272458,332,7940,0.041813602,35273123,90.87951807,127,50,2.54,35272458,223,6431,0.034675789,35273123,73.24995516,1.19E-59,4.80E-38,1,,,
NM_001037726,294,50,5.88,64579438,1094,30492,0.035878263,64580378,163.887532,135,50,2.7,64579523,831,25131,0.03306673,64580378,81.65306859,2.90E-90,5.11E-38,0.000776957,,,
NM_009952,294,50,5.88,64579438,1094,30492,0.035878263,64580378,163.887532,135,50,2.7,64579523,831,25131,0.03306673,64580378,81.65306859,2.90E-90,5.11E-38,0.000776957,,,
NM_133828,294,50,5.88,64579438,1094,30492,0.035878263,64580378,163.887532,135,50,2.7,64579523,831,25131,0.03306673,64580378,81.65306859,2.90E-90,5.11E-38,0.000776957,,,
NM_134003,182,50,3.64,127984910,78,2307,0.033810143,127983800,107.66,115,50,2.3,127985040,75,2105,0.035629454,127983800,64.55333333,1.31E-65,5.26E-38,0.347057067,,,
NM_053068,175,50,3.5,72921282,29,1058,0.027410208,72921842,127.6896552,108,50,2.16,72921282,19,643,0.029548989,72921842,73.09894737,7.54E-69,6.35E-38,1,,,
NM_001122780,185,50,3.7,82993314,414,11827,0.03500465,82994224,105.7002415,124,50,2.48,82993319,247,8608,0.028694238,82994224,86.42850202,2.06E-56,6.78E-38,0.961684846,,,
NM_029652,185,50,3.7,82993314,414,11827,0.03500465,82994224,105.7002415,124,50,2.48,82993319,247,8608,0.028694238,82994224,86.42850202,2.06E-56,6.78E-38,0.961684846,,,
NM_001077636,107,50,2.14,84693762,63,1629,0.038674033,84692787,55.33428571,114,50,2.28,84693752,50,1299,0.038491147,84692787,59.2344,6.91E-35,8.14E-38,0.79441187,,,
NM_001163434,197,50,3.94,34627610,396,3148,0.125794155,34628610,31.3210101,153,50,3.06,34627610,412,3053,0.13494923,34628610,22.67519417,2.00E-53,8.62E-38,0.247422503,,,
NM_022310,197,50,3.94,34627610,396,3148,0.125794155,34628610,31.3210101,153,50,3.06,34627610,412,3053,0.13494923,34628610,22.67519417,2.00E-53,8.62E-38,0.247422503,,,
NM_001005506,159,50,3.18,129318279,445,10145,0.043863972,129317049,72.49685393,131,50,2.62,129318284,337,9258,0.036400951,129317049,71.97614243,7.39E-47,8.62E-38,1,,,
NM_001199695,159,50,3.18,129318279,452,10325,0.04377724,129317309,72.64048673,131,50,2.62,129318284,342,9387,0.036433365,129317309,71.91210526,8.61E-47,9.68E-38,1,,,
NM_001037741,277,50,5.54,79516402,53,973,0.054470709,79517782,101.7060377,112,50,2.24,79516402,27,760,0.035526316,79517782,63.05185185,8.35E-105,9.97E-38,0.949671855,,,
NM_007594,217,50,4.34,29298199,1536,21988,0.069856285,29299119,62.12755208,140,50,2.8,29298134,1192,20014,0.059558309,29299119,47.01275168,3.40E-60,1.30E-37,0.556665163,,,
NM_184053,217,50,4.34,29298199,1536,21988,0.069856285,29299119,62.12755208,140,50,2.8,29298134,1192,20014,0.059558309,29299119,47.01275168,3.40E-60,1.30E-37,0.556665163,,,
NM_026353,121,50,2.42,97614836,173,5258,0.032902244,97615796,73.55121387,112,50,2.24,97614841,81,3090,0.026213592,97615796,85.45185185,1.83E-37,1.50E-37,0.013006376,,,
NM_001168250,85,50,1.7,55389123,234,11195,0.020902188,55389963,81.33119658,125,50,2.5,55389123,302,12083,0.024993793,55389963,100.0248344,4.41E-26,1.79E-37,0.973706677,,,
NM_010073,171,50,3.42,32426398,40,1318,0.030349014,32427378,112.689,115,50,2.3,32426403,35,831,0.04211793,32427378,54.60857143,7.59E-65,1.85E-37,0.90667386,,,
